id,corrected_output,aspect_category,ac_polarity
1240,"Apparently, अच्छा cook तब काम करता है।",1,['food']
955,मैं pleasantly suprise हुआ।,1,['anecdotes/miscellaneous']
1787,Yellowtail भी particularly अच्छी थी।,1,['food']
837,People ambience को लेकर क्यों rave करते हैं।,1,['ambience']
1204,"शायद यह food एक Upper East Side resident के लिए extreme माना गया है, लेकिन हम में से अधिकतर लोग जो actually में ethnic food खा चुके हैं, यह simply dull है।",1,['food']
503,"Service शानदार थी, और AC ने भी बहुत अच्छा काम किया (thank God, यह hot था!)।",2,"['service', 'ambience']"
1213,मैं इस area में relatively नया हूँ और 2nd पर एक bagel लेने के लिए try किया और service से disappoint हो गया और मुझे लगा कि food pricey side पर बहुत अधिक था।,4,"['anecdotes/miscellaneous', 'service', 'price', 'food']"
1537,हमें इस restaurant में सबसे unpleasant experience हुआ।,1,['anecdotes/miscellaneous']
1901,"कमाल का vibe, बहुत सारे people.",1,['ambience']
2422,"मुझे Mamoun's food भी पसंद है, लेकिन साथ-साथ, Kati Rolls ऊपर से सिर्फ tastier food को produce करते हैं।",1,['food']
215,Wine list बड़ा नहीं है लेकिन def अच्छे से selected है,1,['food']
2961,"पर्याप्त portions में ताजा, प्रामाणिक, french cuisine.",1,['food']
2085,Vegetarian entree का एक (Abby's treasure) actually काफी surprise करने वाला था - यह स्वादिष्ट और watermelon में assortment of fresh mushrooms and vegetables था।,1,['food']
1595,NYC के visit पर 45 months पहले हमने Naples में शानदार meal खाया था।,1,['food']
3553,"हालाँकि हमने भी notice किया, कि कुछ tables naan की जगह pita जैसे दिखते थे।",1,['service']
315,"मैंने बाकी menu पर एक नज़र नहीं डाला, लेकिन oysters fantastic था।",1,['food']
3282,उसके बाद home में बना grilled cheese शानदार था!!,1,['food']
1883,हमें pleasantly greet किया गया था।,1,['service']
2219,Red sliding doors अनोखे हो सकते हैं लेकिन वे outside से ठंडे air को block off नहीं करते हैं।,1,['ambience']
666,"बढ़िया service, बढ़िया food.",2,"['food', 'service']"
1910,"Food महंगा है, लेकिन हर bite worth है।",2,"['price', 'food']"
1018,"कभी मुझे bad food और bad service मिलती है, कभी मुझे good food और bad service मिलती है।",2,"['food', 'service']"
1837,"अच्छी, तेज service.",1,['service']
2333,Upper east की तरफ कुछ affordable और स्वादिष्ट Indian restaurant में से Dakshin एक है।,2,"['food', 'price']"
1296,वे हर time अलग prices charge करते हैं।,1,['price']
2028,"मैं और मेरे friends ने last night एक शानदार cheese के साथ और एक delicious, Artisanal में एक नए summer menu को आज़माया।",2,"['food', 'anecdotes/miscellaneous']"
1886,Service ठीक थी।,1,['service']
2878,"यह place East Village में रहने के लिए काफी cool है, लेकिन French आपको यह feel करने के लिए enough है कि आप Paris के bistro के पीछे की alley में हो सकते हैं।",1,['ambience']
2115,"लेकिन जब हमने menu को देखा, तो बहुत सारे choices नहीं थे, उनमें से अधिकांश appetizer section में dumplings थे।",1,['food']
753,मेरे 3rd time के बाद manager ने मुझे याद किया और एक usual customer की तरह treat किया।,1,['service']
1767,Fish बहुत ही fresh है।,1,['food']
3198,हमारे पास Pam's special fried fish थी और यह शानदार थी।,1,['food']
294,Three strikes और यह restaurant बंद हो जाएगा।,1,['anecdotes/miscellaneous']
3304,मेरे boyfriend के पास New England Chowder था यह अच्छा था लेकिन मुझे लगता है कि award Lobster Bisque को जाना चाहिए।,1,['food']
1704,Food के लिए किसी को Lucky Strike नहीं जाना चाहिए।,1,['food']
3689,हम केवल एक appetizer और cheese fondue के माध्यम से पा सकते हैं।,2,"['food', 'anecdotes/miscellaneous']"
2372,इस place पर regular आकर happy हूँ और किसी को भी warmly इसे recommend करता हूँ।,1,['anecdotes/miscellaneous']
2698,हमारे reservation के time भी हमें promptly बैठाया गया था और service बहुत quick और professional था।,1,['service']
2657,"पिछले memorial day, मैंने reservations करने के लिए try किया, लेकिन बताया गया कि वो उस weekend close हो गया था (interesting, लेकिन...)।",2,"['anecdotes/miscellaneous', 'service']"
920,Food अच्छा था।,1,['food']
304,मैंने सब कुछ enjoy किया है जो भी मैंने पाया है और fish बहुत fresh है और हमेशा great तरीके से prepare किया गया है।,2,"['Food', 'anecdotes/miscellaneous']"
3225,मैं particularly उनके yellowfun tuna और उनके mussel selection को पसंद करता हूं।,1,['food']
2827,"Food average से कम था, service pathetic थी, कोई भी ambience नहीं था।",3,"['food', 'service', 'ambience']"
1585,मैंने REALLY में ACTORS द्वारा किए गए SHOWS को ENJOY किया।,1,['ambience']
3380,"जबकि prices कुछ भी special नहीं हैं, लेकिन portions बहुत huge है।",2,"['price', 'food']"
1497,हमारे पास सबसे wonderful waitress थी।,1,['service']
2067,"Decor अच्छी है, हालांकि service spotty हो सकती है।",2,"['service', 'ambience']"
2491,"Rushed service के अलावा, हम food और drinks से बहुत impressed थे।",2,"['food', 'service']"
2895,मैं इस place को किसी ऐसे को recommend करूंगा जो एक fine Indian dining experience की तलाश में है जो definitely आपके dollar के लिए एक value है।,3,"['anecdotes/miscellaneous', 'price', 'food']"
59,"और अपने Pub atmosphere के साथ, वे मेरे kids के लिए भी great थे!",1,['ambience']
1650,यह big draw आप सभी को यहाँ $ 19.95 पर sushi दे सकते हैं!,1,['price']
1432,मैं NYC में Grand Sichuan restaurant को सबसे अच्छा मानता हूं।,1,['anecdotes/miscellaneous']
769,हम तीनों बिना किसी reservations के एक week night में लगभग 5:30 बजे dinner पर गए।,1,['anecdotes/miscellaneous']
661,Usually एक wait है लेकिन यह इसके लिए well worth है।,1,['anecdotes/miscellaneous']
552,हमेशा की तरह जब हमने wait किया तो हमे एक शानदार glass of wine मिला।,1,['food']
509,Service बहुत अच्छी और warm थी।,1,['service']
2620,"Service थोड़ी slow थी, लेकिन वे बहुत friendly थे।",1,['service']
3106,"हालांकि, मैं इस restaurant के extraordinary hype को नहीं समझता हूँ।",1,['anecdotes/miscellaneous']
262,यह एक छोटा cute restaurant है।,1,['ambience']
46,Food midtown की तुलना में average से ज्यादा है और city के कुछ अन्य Heartland Breweries की तुलना में slightly better है।,1,['food']
1301,Food एकदम से horrible था!,1,['food']
1559,"Food premises में cooked नहीं लगता है, लेकिन एक high turnover है इसलिए यह pretty fresh है।",1,['food']
3648,Restaurant गंदा और unkempt था।,1,['ambience']
1051,चेतावनी: Mizu visit के बाद आपको अन्य Japanese restaurants में dine करना difficult हो सकता है!,1,['anecdotes/miscellaneous']
3539,"अन्य Indian restaurants की तरह, वे भी customers को door पर attract करने के लिए dinner special का उपयोग करते हैं।",1,['anecdotes/miscellaneous']
1648,यह एक small restaurant है इसलिए early जाओ और यह nice और quiet होगा - देर से जाओ और इसे pack किया जाएगा!,1,['ambience']
3134,"People with carts of food आपको नहीं समझते क्योंकि वे English नहीं बोलते हैं, उनका काम आपको delicious food देना है जिसे आप point करते हैं।",3,"['anecdotes/miscellaneous', 'service', 'food']"
2643,"Crackling calamari salad, जो usually कई restaurants में एक cheap dessert है, crispy और lightly dressed है।",1,['food']
3021,हमें staff से कभी कोई problems नहीं है लेकिन maybe हम lucky रहे हैं?,1,['service']
574,Moderate prices.,1,['price']
625,हमने पिछली night Jekyll और hyde Pub में एक शानदार time बिताया था।,1,['anecdotes/miscellaneous']
1484,इसे side by side आज़माएँ और कोई comparison नहीं है।,1,['anecdotes/miscellaneous']
3053,"यह tiny restaurant जितना cozy है, उतना ही वह certain Parisian flair के साथ है।",1,['ambience']
584,Rao's की NYC में सबसे अच्छी service और atmosphere है।,2,"['service', 'ambience']"
3645,Dates या friends के साथ अच्छा।,1,['anecdotes/miscellaneous']
2364,"Cute place, अच्छी wait staff लेकिन फिर वहाँ कभी नहीं जाएंगे।",2,"['service', 'ambience']"
1573,हमने एक अच्छा time बिताया।,1,['anecdotes/miscellaneous']
3588,People फिर से थोड़े rude हैं यह new york है!,1,['service']
2082,हम सभी को लगा कि यह इसके लिए worth है।,1,['price']
1482,"Plain slice शानदार है और अगर आपको toppings मिलती है, तो इसके top पर पूरी slice होगी, न कि कुछ places पर sparsely sprinkled होगी।",1,['food']
1372,Service भी horrible थी और ambience उतना great नहीं है।,2,"['service', 'ambience']"
1602,"Service great है, takeout भी अच्छा है।",2,"['food', 'service']"
873,"इन reviews के आधार पर, यह appears होता है कि restaurant 7PM के बाद overwhelmed हो जाता है।",1,['anecdotes/miscellaneous']
2063,हमने tea room में खाने का decide किया जो small और cute था।,1,['ambience']
3227,एक अच्छे restaurant में Monday night dinner के लिए town में यह सबसे अच्छी deal है।,1,['price']
1692,इस place में कुछ special नहीं है।,1,['anecdotes/miscellaneous']
2634,और ये सब आपके bank को break नहीं करेगा!,1,['price']
519,शानदार selection of wine और seafood.,1,['food']
3005,हमें yasuda के सामने sushi bar में बैठाया गया।,1,['anecdotes/miscellaneous']
3490,हम Chelsea में two years तक रहे हैं और इस restaurant को कभी noticed नहीं किया है।,1,['anecdotes/miscellaneous']
3035,"जैसा कि मैंने title बनाया, यह शानदार taste के लिए एक affordable restaurant है।",2,"['food', 'price']"
2405,उचित prices पर शानदार food.,2,"['food', 'price']"
1730,Salads से meal शुरू करने का तरीका delicious है।,1,['food']
1193,इसलिए आपको उसके लिए अधिक pay करना होगा।,1,['anecdotes/miscellaneous']
1889,I loved it.,1,['anecdotes/miscellaneous']
2286,"वे better Taiwanese restaurants हैं और वे Flushing, Queens में स्थित हैं।",1,['anecdotes/miscellaneous']
3516,Dinner की entree के लिए prices 9$ और lunch के लिए और कम है।,1,['price']
1668,"क्या आप cuisine से खुश होना चाहते है, तो definitely आज़माएँ।",1,['food']
3264,"मैंने black cod with yuzu sauce खाया, जो शानदार था।",1,['food']
2922,इस cramped और unappealing resturant के लिए prices बहुत high हैं।,2,"['price', 'ambience']"
2506,Brooklyn जाने के लिए Tuk Tuk मेरे लिए एक rare choices में से एक है।,1,['anecdotes/miscellaneous']
2641,यह शांत अंधेरे asian bistro trip के लिए पूरा worth है।,1,['anecdotes/miscellaneous']
2832,"Food wonderful, tasty और filling है, और service professional और friendly है।",2,"['food', 'service']"
838,इस place का aesthetics airport lounge के जैसा है।,1,['ambience']
3377,तब free में box wine को बांधे।,2,"['food', 'price']"
2753,"यदि आप pre-sliced low quality fish लेना mind नहीं करते हैं, तो unfriendly staff और एक sushi chef जो आपके place की तुलना में miserable दिखता है।",2,"['food', 'service']"
1469,Pizza yummy है और मुझे atmoshpere पसंद है।,2,"['food', 'ambience']"
3056,"हालांकि, ambience के लिए जाओ, और food को पूरे world trip के लिए एक companion की तरह consider करो! ",2,"['ambience', 'food']"
1071,थोड़ा pricy है लेकिन यह Sunday morning spot को वास्तव में hit करता है!,2,"['price', 'anecdotes/miscellaneous']"
1457,"मेरी wife और मैं usually एक primi और एक secondi का order देते हैं और उन्हें split कर देते हैं, क्योंकि वे अक्सर बड़े portions पेश करते हैं।",2,"['anecdotes/miscellaneous', 'food']"
254,इस restaurant को overhyped किया गया था।,1,['anecdotes/miscellaneous']
2997,Crab cakes भी स्वादिष्ट है।,1,['food']
36,मुझे यह अब तक का सबसे worst dining experience हुआ।,1,['anecdotes/miscellaneous']
2087,बस किसी को ले आओ जो Cantonese बोलता हो क्योंकि waiter आपको understand नहीं कर पायेगा।,1,['service']
2617,मुझे लगा कि मैं मर कर heaven चला गया।,1,['anecdotes/miscellaneous']
540,Bruschetta और panini का बहुत स्वादिष्ट है!,1,['food']
3150,"Food okay था, कुछ भी great नहीं था। ",1,['food']
657,"हमेशा popular, हमेशा full, हमेशा एक wait के साथ।",1,['ambience']
2238,मैंने recently Suan try किया और मुझे लगा कि यह great है।,1,['anecdotes/miscellaneous']
575,एक little noise लेकिन मुझे लगता है कि हमारे party की वजह से था।,1,['ambience']
1433,यह वही Sichuan chef चला रहा है जिसने Chinatown में chain start किया था।,1,['anecdotes/miscellaneous']
3707,"बिना ridiculous हुए, मैंने अब तक Best Pastrami का great portion खाया है।",1,['food']
3267,"यदि आप ऐसे है जो उसी बात को appreciate करते हैं लेकिन food को spare या share करने की hope रखते हैं, Kai सबसे अच्छा option नहीं हो सकता है।",1,['food']
3098,Drinks के लिए यहाँ जाओ।,1,['food']
2914,"मैं यह नहीं समझ पता, Prune कके बारे में इतना क्या special है।",1,['anecdotes/miscellaneous']
1552,मैं definitely इस place को recommend करूंगा।,1,['anecdotes/miscellaneous']
3627,"फिर से, अगर आप इस neighborhood में हैं - किसी भी तरह, यहाँ आइए।",1,['anecdotes/miscellaneous']
1867,"पहले 2 courses बहुत अच्छे थे, लेकिन chocolate sampler मेरे लिए काफी rich था और dessert wine अधिक sweet से कोसो दूर था।",1,['food']
2026,"Butter पिघल गया, गर्म white wine, हर जगह cheese उगल रहा है।",1,['food']
1563,Authentic Pakistani food.,1,['food']
3235,"Staff बिना grating किए हमेशा friendly रहे हैं, और chef ने हमें couple of occasions पर greet किया है।",1,['service']
3480,Get it together.,1,['anecdotes/miscellaneous']
1459,"Eggplant parmesan भी शानदार है, और मेरा friend जो Manhattan में बड़ा हुआ दावा करता है कि कोई भी अच्छा baked ziti with meatsauce serves नहीं करता है।",2,"['food', 'anecdotes/miscellaneous']"
1597,"सभी तरफ Quality ingredients preparation है, और NYC के लिए बहुत fair price है।",2,"['food', 'price']"
910,"Service बहुत अच्छा था - prompt, attentive और non-intrusive था।",1,['service']
1441,"मेरे hot pot with seafood की entree से crabmeat में कुछ shrimp और squid, व बेकार burner के साथ गर्म पड़ा था।",1,['food']
2016,हमने cheese fondue से शुरुवात की (एक artisanal blend) और apples व kielbasa को डालने के लिए add किया।,1,['food']
733,"Town के इतने crappy part में lunch के लिए एक अच्छा value find करने के लिए, यह place बहुत अच्छा है।",1,['anecdotes/miscellaneous']
3328,"Slurry crap में curry नहीं है, और mill food के लिए regular run करना पड़ता है।",1,['food']
1305,"जबकि, जाते हुए जिस place को हमने देखा, two people menu को देख रहे थे, और मैं उनकी ये कहकर help नहीं कर पाया कि food horrible था।",2,"['anecdotes/miscellaneous', 'food']"
1951,"भले ही restaurant packed था, हमें promptly seated किया गया और upstairs पर बिना किसी problem के table के लिए पूछा गया।",1,['service']
1438,"यदि आप Americanized Chinese food के साथ usual watery, generic white sauce चाहते हैं, तो यही वो place है।",2,"['anecdotes/miscellaneous', 'food']"
2418,"Bread soft paratha bread है (plain bread से अलग जो वे Calcutta में use करते हैं), और stuffing tandoori style की है और बहुत flavorful है।",1,['food']
2555,"Service friendly है, prices अच्छे हैं - delivery time थोड़ा धीमा था, लेकिन रास्ते के लिए pizza को taste करते हैं, मैं इसे overlook करने की सोचुंगा।",3,"['service', 'price', 'food']"
2688,Food pricey हो सकता है लेकिन prixe fixe tasting menu अच्छे price में सबसे अच्छा food है और वे food को किसी भी food allergies या food में cater करते हैं जिसे आप पसंद नहीं करते हैं।,2,"['food', 'price']"
2737,"Service कमाल, decor शानदार, और food स्वादिष्ट और large portions में आता है।",3,"['food', 'service', 'ambience']"
1454,"इस last point का केवल एक possible drawback है कि इसके posting के date से, अलग से जोड़े गए menu items केवल Chinese में लिखे होंगे।",1,['anecdotes/miscellaneous']
1206,Place छोटा और cramped है लेकिन food शानदार है।,2,"['food', 'ambience']"
1070,थोड़ी crowded है लेकिन वे उस line को really fast move करते हैं।,2,"['service', 'ambience']"
493,Kosher dills आपके unforgetable sandwich के लिए एक perfect compliment है और वे आपको बहुत सारा देते हैं।,1,['food']
238,Food काफी cheap है और waiters बहुत अच्छे हैं।,2,"['service', 'price']"
30,मेरे सबसे recent visit पर bartender इतना incredibly rude था कि मैं वहाँ फिर कभी नहीं जाऊँगा।,1,['service']
289,मैंने other review पढ़ा और कहना है कि मुझे last sunday यहाँ बिलकुल opposite experience हुआ।,1,['anecdotes/miscellaneous']
2402,"मेरा एकमात्र concern सभी business waitstaff के साथ है, जो आपको बाहर निकालते हुए food order करते हैं और नीचे throw कर देते हैं।",1,['service']
2826,Park avenue को लेकर मैंने बहुत कुछ expect किया था।,1,['anecdotes/miscellaneous']
3401,"Main entree के लिए छोटी servings, मैंने salmon (impressed नहीं था) खाया और girlfriend ने chicken खाया, यह अच्छा था।",1,['food']
1226,आप असल में 2 salads worth पा सकते हैं यदि आप इसे home ले जाएं और इसमें कुछ lettuce जोड़ें!,1,['food']
3544,Ambience बहुत romantic है और definitely date करने के लिए एक अच्छा place है।,1,['ambience']
2304,वे FAST हैं।,1,['service']
3688,"यह restaurant की तुलना में bar की तरह अधिक popular है, कुछ tables के साथ waiter और bartender होते हैं, लेकिन हमने unobtrusive atmosphere को अच्छे से enjoy किया।",1,['ambience']
1303,NY में better prices में बहुत से अच्छे places हैं।,2,"['anecdotes/miscellaneous', 'price']"
1064,"काफी neighborhoody है, बहुत quick और sufficient है।",1,['ambience']
212,Obv caviar line के सबसे top पर है लेकिन बाँकी का menu सब बहुत diverse है और यह बहुत से different varietis को taste करने का chance देता है।,1,['food']
415,मैंने food के लिए one hour से ज्यादा wait किया।,1,['service']
1942,हमारे waiter और सभी people जो उसकी help कर रहे थे attentive और genuine थे।,1,['service']
1894,यह place BISTRO है जिसका मतलब है: हलचल भरे atmosphere में simple dishes और wine efficiently served किए जाते हैं। ,3,"['food', 'service', 'ambience']"
153,City में यह एक सबसे अच्छा comfort food place है।,1,['food']
1346,"कुल मिलाकर, वहाँ ingredients और technique है और मुझे lunch या dinner पर return होने के लिए काफी encourage किया जाता है, यह देखने के लिए कि क्या flavour palette की boldness improve होती है।",2,"['food', 'anecdotes/miscellaneous']"
3585,मैंने roll पर एक huge pastrami sandwich खाया था।,1,['food']
204,"भले ही आप table पर undoubtedly बैठे हुए होंगे जो थोड़ा room के जैसा दिखता हो (no matter कि आपके party का size क्या है), यह warm atmosphere cramped quarters के लिए worth है- आपको मज़ा आयेगा और उस tight spot को भूल जाएंगे जिसमें आप हैं।",1,['ambience']
3216,Fish fresh नहीं था और rice पुराना और बासी था।,1,['food']
713,"बशर्ते, जितनी तुम्हारी bad service होगी, उतना कम money तुम्हें tip में देना है।
",1,['service']
97,Wine list भी वास्तव में अच्छी है।,1,['food']
161,मैंने अपने friend को thank किया जिसने मुझे इस restaurant को recommend किया और पक्का इसे दूसरों को भी recommend करेगा।,1,['anecdotes/miscellaneous']
1376,मैं next week भी रुकने का plan कर रहा हूँ।,1,['anecdotes/miscellaneous']
1067,"Ess-a की तुलना में, Tal एक कम doughy bagel offer करता है!",1,['food']
2272,वे same menu offer करते हैं लेकिन कुछ creative drinks है जो alcohol और cheeky names से loaded है--मगर ये उसका cost लेते हैं।  ,2,"['food', 'price']"
601,हम Friday night को Jekyll और Hyde restaurant में खाने गए और वाकई fun atmosphere और good food को enjoy किया।,3,"['food', 'anecdotes/miscellaneous', 'ambience']"
615,Food थोड़ा tradional था लेकिन यह hot और large portions के साथ अच्छा था।,1,['food']
2162,Highly recommended to all!,1,['anecdotes/miscellaneous']
2800,highly recommended.,1,['anecdotes/miscellaneous']
2525,"जब तक आप pizzeria side के इस place में नहीं खा रहे हैं, और rush में नहीं हैं, यह place एक bad idea है।",1,['anecdotes/miscellaneous']
1190,आपको service बहुत increase करना है,1,['service']
2336,Ambiance कुछ खास romantic नहीं है लेकिन management try करता है।,1,['ambience']
3265,"मुझे reader को अवश्य warn करना चाहिए कि portions sizes बहुत छोटा है (मुख्य रूप से appetizers के लिए), इसलिए अगर आप भरपेट खाने का plan करते हैं और chef's का special tasting menu order नहीं करना चाहते हैं, तो order करने और appetizer को pay के लिए तैयार रहिए (1 dish एक person के लिए क्योंकि यह portions share करने के लिए नहीं है ), एक main entree, और इस meal के end में एक cold udon है।",1,['food']
416,वे मेरे साथ बहुत abrupt थे जब मैंने बुलाया और actually claim किया कि food late था क्योंकि उनका rice खत्म हो गया था।,1,['service']
3015,"हमारे sashimi order  मिलने के बाद, मुझे believe नहीं हो रहा था कि portions कितने small थे! ",1,['food']
364,"Main course आने के बाद, हमने अपने waiter को लगभग 40 MINUTES तक नहीं देखा।",1,['service']
501,मेरे to do list में next visit NYC का होगा।,1,['anecdotes/miscellaneous']
1275,एक snapple को $3.25 में buy करने से better कुछ नहीं है।,1,['price']
2330,"जब family आई तो उसने उन्हें अपने palets को test करने के लिए apps दिए, और फिर उनके लिए order किया।",1,['service']
460,मैं इस gem को Hoboken में पाकर pleasantly surprise हूँ।,1,['anecdotes/miscellaneous']
1385,"Service extraordinary है, फिर भी overbearing है, और decor Queens में trendy SoHo का एक taste देती है। ",2,"['service', 'ambience']"
1088,"Dosas skimpy, unattractive और grease के साथ drip हो रहा है, और personally मैं इससे पहले कि इनमें से एक खाऊं, popcorn topping पी लूंगा। ",1,['food']
3201,Service शानदार और food delicious था।,2,"['food', 'service']"
3481,अगर मैं एक crappy scene और annoying customers से deal करना चाहूँ तो मैं Manhattan जाऊंगा।,2,"['anecdotes/miscellaneous', 'ambience']"
308,"Seafood craving के बाद, मैंने citysearch check किया और previous review और citysearch info के आधार पर fish को चुना।",1,['anecdotes/miscellaneous']
1157,Major deegan से दूर आपको पूरे city से ladies मिल सकती हैं।,1,['ambience']
2394,जब तक आप realize करते हैं कि उनके five minutes meaningless हैं और आपका wait कहीं भी two से twenty minutes हो यह frustrating हो सकता है।,1,['service']
2176,हमेशा fresh और delicious रहता है,1,['food']
1129,Food बहुत अच्छा था लेकिन thai जैसा नहीं।,1,['food']
1872,"Thalia एक सुंदर restaurant के साथ आपको सुंदर people serving करते हैं, लेकिन food ठीक-ठाक match up नहीं करता है।",2,"['food', 'service']"
843,एक restaurant जो एक pleasant atmosphere में great food के साथ great service serve करने के अलावा कुछ और try नहीं करता।,3,"['food', 'service', 'ambience']"
2184,उनका sake martini शानदार है।,1,['food']
3635,हम Marcelo और Grace को एक शानदार dining experience के लिए धन्यवाद करना चाहेंगे!!!,1,['anecdotes/miscellaneous']
1227,"Bagels ठीक हैं, लेकिन sure रहें कि कोई special requests न करें!",1,['food']
2666,कुल मिलाकर उस price category के लिए एक disappointing experience है.,2,"['anecdotes/miscellaneous', 'price']"
864,Portions small हैं लेकिन यह भी है कि उसके लिए food बहुत अच्छा बनता था।,1,['food']
711,(और मैंने अपना share खाया) जो मुझे large amount people को serve करने के लिए impress करता है।,1,['service']
2228,"बिलकुल, setting अच्छा है।",1,['ambience']
2493,सब मिलाकर एक worthwhile experience रहा।,1,['anecdotes/miscellaneous']
3432,"1 appetizer, 2 entrees और 2 cokes लिया और bill था ~$55.00, tip को include किए बिना।",2,"['food', 'price']"
1582,सबसे मजेदार RESTAURANT जिसमें भी मैं जा चुका हूँ।,1,['anecdotes/miscellaneous']
2287,सबसे अच्छा drumsticks over rice और town में sour spicy soup! ,1,['food']
1160,आप अपने life में कुछ सबसे अच्छे latin women को Jimmy's में hang out करते देखेंगे। ,1,['ambience']
2773,Average से थोड़े अधिक के wines $70 से start होते हैं केवल एक selection के साथ $30 पर listed होते हैं।,2,"['food', 'price']"
2155,उनका whitefish salad शानदार था--सभी whitefish little mayo के साथ थे।,1,['food']
135,"और यह सभी एक बहुत reasonable price पर आता है (congee, noodles, और rice dishes $3-6 से अधिक नहीं है)। ",1,['price']
3290,मुझे एक great experience हुआ।,1,['anecdotes/miscellaneous']
471,"Chicken parm खाने लायक था लेकिन canned tomato sauce और boxed pasta और सूखा chicken with portobello mushrooms, terrible sauce के साथ inedible chicken खाया।",1,['food']
2147,मैंने सभी को यह place recommend किया जिनहोने पूछा कि मैं एक अच्छे meal के लिए कहाँ जाऊँ।,1,['anecdotes/miscellaneous']
